quote,author,tags,likes
"...I do come home at Christmas. We all do, or we all should. We all come home, or ought to come home, for a short holiday - the longer, the better - from the great boarding-school, where we are forever working at our arithmetical slates, to take, and give a rest. As to going a visiting, where can we not go, if we will; where have we not been, when we would; starting our fancy away from our Christmas Tree!",Charles Dickens,christmas family work,2
There would be no Christmas if there was no Easter.,Gordon B. Hinckley,christian christmas easter god religion,2
"Christmas, 1492….Unfortunately, on Christmas morning 1492 Columbus' ship, the Santa María, ran aground on the northern coast of what is now Haiti. Not having any way to refloat her, the crew off-loaded the provisions and equipment from the ship before she broke up. For protection they then built a flimsy fortification on the beach, calling it “La Navidad.",Hank Bracker,books captain-hank-bracker christmas columbus cuban-history,1
"Gerald Middleton was a man of mildly but persistently depressive temperament. Such men are not at their best at breakfast, nor is the week before Christmas their happiest time.",Angus Wilson,breakfast christmas depression,1
To love is to give hope to even the darkest atmosphere.,Mark Andrew Poe,christmas circumstance harry-moon love,1
Love is a word that can truly change any atmosphere. Love is at the very root of having a positive attitude. To love is to give hope to even the darkest atmosphere. That is why I am so much in Harry Moon’s corner. He really does want to bring light to the darkness.,Mark Andrew Poe,christmas harry-moon love,1
"A sweet friend of my Hannah's said that Christmas only makes her sad. ""It's just for happy families it makes everyone else miserable.""But there is a secret truth about family. Eventually you get to pick a family for yourself m. And thanks to the sticky, sweet, funny, loud, rambunctious people I chose, Christmas is my favorite time of the year.",Ellen Stimson,christmas family,0
When there's Christmas in hell. that's what i call real Christmas!,Nadun Lokuliyanage,christmas spirit,0
"I had hard feelings around the holidays, the one time of year I couldn’t help but fall prey to the canned self-pity Christmas prescribes.",Ottessa Moshfegh,christmas,0
"What images do I associate with the Christmas music as I see them set forth on the Christmas Tree?... An angel, speaking to a group of shepherds in a field; some travelers, with eyes uplifted, following a star; a baby in a manger; a child in a spacious temple, talking with grave men; a solemn figure, with a mild and beautiful face, raising a dead girl by the hand; again, near a city gate, calling back the son of a widow, on his bier, to life; a crowd of people looking through the opened roof of a chamber where he sits, and letting down a sick person on a bed, with ropes; the same, in a tempest, walking on the water to a ship; again, on a sea-shore, teaching a great multitude; again, with a child upon his knee, and other children round; again, restoring sight to the blind, speech to the dumb, hearing to the deaf, health to the sick, strength to the lame, knowledge to the ignorant; again, dying upon a cross, watched by armed soldiers, a thick darkness coming on, the earth beginning to shake, and only one voice head. ""Forgive them, for they know not what they do!",Charles Dickens,christmas jesus-christ,0
Turkey is the main course in more Christmas dinners than any other meat or fowl. The high proportion of meat to unusable bone and fat makes it an ideal bird for a feast. Turkeys were domesticated in Mexico long before Spanish explores found them and introduced them into their homeland. From there they spread throughout Europe and gradually replaced most of the native Christmas feast foods.,Patricia Del Re,christmas christmas-dinner feasts turkey,0
"Oliver Marley supposed there were more dignified ways to end his life. A lifelong victim to the twin sins of an infertile imagination and pragmatism, the thought of travel simply never crossed his mind.   Had it occurred to him, Oliver could have jumped off the Golden Gate Bridge, into the abyss of the Grand Canyon or said au revoir off the Eiffel Tower. But truth be told, Oliver never was much of a traveler. Even locally there were certainly higher quality casinos to choose from, taller parking garages from which to leap. Instead he found himself perched atop the nearest appropriately-sized structure to his home, that being the parking garage of the Circus Time Hotel & Casino. His view not of Alcatraz Island and the rough waters of the San Francisco Bay, nor the breathtaking vistas of the Arizona desert, or the romanticism of the Paris skyline for that matter. Rather he found himself bathed in a noxious blend of pink and green neon, staring into a pair of giant blinking pastel eyes belonging to the eighty-foot clown staring down at him like a frilly guardian angel. Then again, when your primary objective is to pancake yourself on a public sidewalk, perhaps you’re not in the best position to nitpick over the intricacies of what does and does not constitute bad taste. Oliver would just have to live with the clown, at least for another minute or two.",Kingfisher Pink,christmas reno,0
You have a drawer full of dull butter knives and an old pair of kitchen shears. You are hardly armed to the teeth.,Kingfisher Pink,christmas jacob-marley reno-nevada,0
Later that day I went back to the old turf-house door and drew back the ivy. There between the stones was the dried-out bird's nest that was no longer in use because its owner was on her foreign holidays. I eased my letter to Santa out of my pocket and tucked it into the nest. I considered this the ideal resting place because the owner and Santa both belonged to foreign places and came here across the sky. There was the mystery of the unknown about the worlds they both came from; they belonged in the sky and my letter was destined to join them there when the time was right.,Alice Taylor,birds christmas letters-to-santa-claus santa-claus,0
"Mrs. Casey, do you love Christmas? Well you know, she answered reflectively, Christmas can be a sad time for people too. It's a remembering time for us older ones. We remember the people who are gone.Oh, I never thought of that, I told her in surprise.Well that's youth for you, she said; you don't start to look back over your shoulder until there is something to look back at, and around Christmas I tend to think of the Christmases past and the people gone with them.",Alice Taylor,christmas rememberance-of-things-past remembering,0
"I always remember your own grandmother, she continued, nodding her head, old Mrs. Taylor. She died on a Christmas Night.Oh, I said shivering. I wouldn't like to die on a Christmas Night. A good night to die, she smiled; they say that the gates of heaven are open on Christmas Night.",Alice Taylor,christmas death,0
